,Authors,Date,Link,Tickers,Title,Strategy
3412, Darspal S Mann,2016-01-14 10:45:00,/article/3807656-wellcare-well-positioned-take-care-shareholders,WCG,WellCare Is Well Positioned To Take Care Of Shareholders,Long
3413, Nicholas Bodnar,2016-01-14 10:42:00,/article/3756536-claude-resources-turnaround-just-becoming-visible-street-taken-yet,CLGRF,Claude Resources: A Turnaround That Is Just Becoming Visible To The Street But That Has Not Taken Off Yet,Long
3414, George Rho,2016-01-14 10:28:00,/article/3756506-resetting-expectations-mannkind-corporation,MNKD,Resetting Expectations For MannKind Corporation,Long
3415, Simple Investment Ideas,2016-01-14 10:23:00,/article/3810196-fireeye-commanding-lead-promising-industry,FEYE,FireEye Has A Commanding Lead In A Promising Industry,Long
3417, Hebba Investments,2016-01-14 09:48:00,/article/3810066-investors-looking-deal-look-columbus-gold,CGTFF,Investors Looking For A Deal Should Look No Further Than Columbus Gold,Long
3419, Terrier Investing,2016-01-14 09:36:00,/article/3807556-buying-windstream-month,WIN,Why I'm Buying Windstream This Month,Long
3420," Brian Harper, CFA",2016-01-14 09:35:00,/article/3756386-pennantpark-floating-rate-capital-weakness-overblown,PFLT,PennantPark Floating Rate Capital Weakness Overblown,Long
3422, Orange Peel Investments,2016-01-14 09:21:00,/article/3809956-chipotle-bottomed,CMG,Has Chipotle Bottomed Out?,Long
3423, Orange Peel Investments,2016-01-14 09:04:00,/article/3809896-buy-dip-ford-shares-amidst-market-chaos,F,Buy The Dip In Ford Shares Amidst Market Chaos,Long
3427," William Koldus, CFA, CAIA",2016-01-14 08:36:00,/article/3809906-freeport-mcmoran-cheap-ignore,FCX,Freeport-McMoRan: Too Cheap To Ignore,Long
3428, Maudes Capital,2016-01-14 08:23:00,/article/3809796-investment-advice-media-general-bidding-war,MEG,Investment Advice In The Media General Bidding War,Long
3429, Jonathan Weber,2016-01-14 08:20:00,/article/3809766-finding-fair-value-gilead,GILD,Finding A Fair Value For Gilead,Long
3430, Collective Investment Co.,2016-01-14 08:09:00,/article/3809856-western-union-still-life-old-dog,WU,Western Union: There's Still Life In The Old Dog,Long
3431, Activist Stocks,2016-01-14 08:04:00,/article/3809696-american-capital-waging-battle,ACAS,American Capital: The Waging Battle,Long
3432, Josh Arnold,2016-01-14 07:50:00,/article/3809666-bank-america-pace-fed-rate-hikes,BAC,On Bank Of America And The Pace Of Fed Rate Hikes,Long
3433, David Fujii,2016-01-14 07:48:00,/article/3809756-neuvax-vaccine-matter-signal-integrity,SLS,NeuVax Vaccine: A Matter Of Signal Integrity,Long
3434, Josh Arnold,2016-01-14 06:24:00,/article/3809546-crash-modeling-assumptions-gopros-2016,GPRO,After The Crash: Modeling Assumptions For GoPro's 2016,Long
3435, Collective Investment Co.,2016-01-14 01:14:00,/article/3809326-hsn-inc-flying-radar,QRTEA,"HSN, Inc. Is Flying Under The Radar",Long
3436, Adelphi Venture Capital,2016-01-14 00:45:00,/article/3809296-late-invest-abercrombie-and-fitch,ANF,Is It Too Late To Invest In Abercrombie & Fitch?,Long
3437, West Coast Growth Picks,2016-01-14 00:28:00,/article/3809256-can-drone-save-gopro,GPRO,Can A Drone Save GoPro?,Long
3438, Kenkyo Investing,2016-01-14 00:25:00,/article/3809286-pioneer-power-solutions-reason-gain-macro-tailwinds,PPSI,Pioneer Power Solutions Has Reason To Gain From Macro Tailwinds,Long
3439, L&F Capital Management,2016-01-14 00:17:00,/article/3809276-pros-cons-gopro,GPRO,The Pros And Cons Of GoPro,Long
3440, Kyle Gunn,2016-01-13 20:05:00,/article/3809136-cummins-2016-u-s-canada,CMI,Cummins In 2016: U.S. And Canada,Long
3442, Esekla,2016-01-13 18:03:00,/article/3809006-invensense-earnings-market,INVN,"InvenSense, Earnings And The Market",Long
3443, Ernestas Petraitis,2016-01-13 18:01:00,/article/3754916-lazard-ltd-new-opportunities-era-low-economic-growth-low-oil-prices,LAZ,Lazard Ltd. - New Opportunities In An Era Of Low Economic Growth And Low Oil Prices,Long
3444, Stone Fox Capital,2016-01-13 17:54:00,/article/3808956-macys-recent-rally-start,M,Macy's: Recent Rally Is Only The Start,Long
3445, Random Analyst,2016-01-13 17:43:00,/article/3808966-sunedison-distressed-debt-situation-obfuscates-high-quality-business-model,SUNEQ,SunEdison - Distressed Debt Situation Obfuscates High Quality Business Model,Long
3446, Entertainment Insight,2016-01-13 17:36:00,/article/3808906-samsung-winning-mobile-vr-revolution,SSNLF,How Samsung Is Winning Mobile VR Revolution,Long
3447, Josh Arnold,2016-01-13 17:21:00,/article/3808866-del-taco-offers-long-term-value,TACO,Del Taco Offers Long-Term Value Here,Long
3448, Diamond Technology Management,2016-01-13 16:20:00,/article/3754666-chegg-misunderstood-undervalued-internet-stock,CHGG,Chegg: A Misunderstood And Undervalued Internet Stock,Long
3449, Brandon Dempster,2016-01-13 16:12:00,/article/3808666-duke-energy-safe-investment-survive-downturn,DUK,Is Duke Energy A Safe Investment To Survive The Downturn?,Long
3450, Mark Hibben,2016-01-13 15:59:00,/article/3808726-apples-tough-compare-may-tough,AAPL,Apple's Tough Compare May Not Be So Tough After All,Long
3451, Dallas Salazar,2016-01-13 15:55:00,/article/3808696-diamcor-mining-three-predictions-2016,DMIFF,Diamcor Mining: Three Predictions For 2016,Long
3452, price VS value,2016-01-13 15:45:00,/article/3754586-evolving-systems-evolution-creates-opportunity,EVOL,Evolving Systems' Evolution Creates Opportunity,Long
3453, Profit Fan,2016-01-13 15:16:00,/article/3805926-market-falls-oceanfirst-continues-add-value,OCFC,"While The Market Falls, OceanFirst Continues To Add Value",Long
3454," Stephen Simpson, CFA",2016-01-13 14:56:00,/article/3805806-rockwell-automation-punished-mortal,ROK,Rockwell Automation Punished For Being Mortal,Long
3456, Finding Value,2016-01-13 14:36:00,/article/3808446-crescent-point-energy-conservative-budget-higher-production-dividend-change,CPG,"Crescent Point Energy - Conservative Budget, Higher Production, No Dividend Change",Long
3457, Edward Gindi,2016-01-13 14:33:00,/article/3808276-sequential-brands-company-positioned-double-12-months,SQBG,Sequential Brands: A Company That's Positioned To Double Over 12 Months,Long
3458, Dallas Salazar,2016-01-13 14:20:00,/article/3808356-greenpower-getting-definitive-cash-flow-breakeven-expectations,GPVRF,GreenPower: Getting Definitive With Cash Flow Breakeven Expectations,Long
3459, Travis Brown,2016-01-13 14:11:00,/article/3808316-neff-corp-s-residential-construction-and-earthmovers-pair-well-fannie-mae-houston-housing,NEFF,"Neff Corp.'s Residential Construction & Earthmovers Pair Well With Fannie Mae, Houston Housing",Long
3460, Joseph Wisniewski,2016-01-13 13:47:00,/article/3808166-duke-energys-younger-brother-performance-age-disruptive-technology,AEP,Duke Energy's Younger Brother: Out Performance In The Age Of Disruptive Technology,Long
3462, Alexander J Poulos,2016-01-13 13:08:00,/article/3808026-chevron-low-can-crude-continue-plunge,CVX,Chevron: How Low Can Crude Continue To Plunge?,Long
3463, Brian Grosso,2016-01-13 12:57:00,/article/3808086-opportunity-conrad-industries-cyclical-weakness,CNRD,Opportunity In Conrad Industries' Cyclical Weakness?,Long
3464, Dan Rayburn,2016-01-13 12:49:00,/article/3808056-comcast-expands-commercial-cdn-offering-live-linear-streaming-platform,CMCSA,Comcast Expands Their Commercial CDN Offering With Live Linear Streaming Platform,Long
3465, Alpha World,2016-01-13 12:12:00,/article/3807936-timing-good-potash-corp-relaunch-k-s-bid,NTR,Timing Good For Potash Corp. To Relaunch K+S Bid,Long
3466, Ray Merola,2016-01-13 12:08:00,/article/3807916-union-pacific-corp-selloff-overdone,UNP,Union Pacific Corp. Selloff Overdone,Long
3467, Andrew Gracey,2016-01-13 11:59:00,/article/3807886-progress-software-boring-fine,PRGS,Progress Software - Boring Is Fine,Long
3468, Mihir Mehta,2016-01-13 11:55:00,/article/3807956-greenbrier-time-buy-4-charts,GBX,"Greenbrier: Time To Buy, In 4 Charts",Long
3469, BayesianLearner,2016-01-13 11:53:00,/article/3753686-unlocking-deep-value-arrowhead-research,ARWR,Unlocking Deep Value With Arrowhead Research,Long
3470, Dhruv Parikh,2016-01-13 11:46:00,/article/3807826-scotiabank-plunge-oil-prices-results-undervalued-bank-stock,BNS,Scotiabank: Plunge In Oil Prices Results In Undervalued Bank Stock,Long
3471, Valens Research,2016-01-13 11:41:00,/article/3807796-broadcom-reported-roa-p-e-metrics-severely-miscommunicate-real-profitability-valuation,AVGO,"For Broadcom, As-Reported ROA And P/E Metrics Severely Miscommunicate Its Real Profitability And Valuation",Long
3472, Motek Moyen,2016-01-13 11:35:00,/article/3807776-intels-integrated-graphics-hurt-sales-radeon-nvidia-cards,INTC,Intel's Integrated Graphics Could Hurt Sales Of Radeon And Nvidia Cards,Long
3473, Heather Ingrassia,2016-01-13 11:33:00,/article/3807766-alcoa-earnings-underscore-long-position,AA,Alcoa: Earnings Underscore Long Position,Long
3474, The Unhooded Falcon,2016-01-13 11:32:00,/article/3807756-will-30-oil-affect-american-airlines,AAL,How Will $30 Oil Affect American Airlines?,Long
3475, Richard Lomas,2016-01-13 11:25:00,/article/3807726-time-buy-virnetx,VHC,Time To Buy VirnetX,Long
3476, Long Player,2016-01-13 11:18:00,/article/3807836-eog-resources-focused-cost-cutting-profitability-dividend,EOG,"EOG Resources Is Focused On Cost Cutting, Profitability, And The Dividend",Long
3477, Dana Blankenhorn,2016-01-13 11:16:00,/article/3807666-everyone-likes-ge,GE,Why Everyone Likes GE,Long
3478, Terrier Investing,2016-01-13 11:04:00,/article/3805196-buying-ehealth-going-earnings,EHTH,Why I'm Buying eHealth Going Into Earnings,Long
3479, Motek Moyen,2016-01-13 10:33:00,/article/3807616-electronic-arts-netflix-gaming,EA,Electronic Arts: The Netflix Of Gaming?,Long
3480, The Investment Doctor,2016-01-13 10:22:00,/article/3807596-yes-terniums-8_5-percent-yield-actually-sustainable,TX,"Yes, Ternium's 8.5% Yield Is Actually Sustainable",Long
3481, WG Investment Research,2016-01-13 10:19:00,/article/3753426-bank-america-will-trade-book-value-2016-30-percent-upside,BAC,Bank Of America Will Trade At Its Book Value In 2016: 30% Upside From Here,Long
3482, Collective Investment Co.,2016-01-13 10:12:00,/article/3807586-number-blockbusters-2016-keep-cinemarks-revenue-pumping,CNK,A Number Of Blockbusters In 2016 Could Keep Cinemark's Revenue Pumping,Long
3484, Feynman Research,2016-01-13 10:07:00,/article/3807566-jewett-cameron-trading-company-underrated-highly-overlooked-company-poised-deliver-strong,JCTCF,"Jewett-Cameron Trading Company: An Underrated, Highly Overlooked Company Poised To Deliver Strong Long-Term Returns",Long
3485, Michael Boyd,2016-01-13 10:06:00,/article/3753406-suncoke-energy-partners-immense-2016-upside-potential,SXCP,SunCoke Energy Partners: Immense 2016 Upside Potential,Long
3486, Dane Bowler,2016-01-13 09:47:00,/article/3805026-imminent-capital-gains-sabra,SBRA,Imminent Capital Gains With Sabra,Long
3487, Nicholas Bodnar,2016-01-13 09:38:00,/article/3807576-acadian-timber-prime-beneficiary-positive-macro-trends-canadian-subsidies,ACAZF,Acadian Timber Is A Prime Beneficiary Of Positive Macro Trends And Canadian Subsidies,Long
3488, Street Smart Investor,2016-01-13 09:10:00,/article/3753236-top-pick-2016-energy-sector,LPG,My Top Pick For 2016 Is From The Energy Sector,Long
3489, Mayer Winkler,2016-01-13 09:02:00,/article/3807456-gilead-looks-set-beat-bristol-myers-squibb-race-top-hepatitis-c-drug,GILD,Gilead Looks Set To Beat Bristol Myers Squibb In Race For Top Hepatitis C Drug,Long
3490, Tarik Umar,2016-01-13 08:57:00,/article/3804886-titans-wall,TWI,Titan's Wall,Long
3492, Damon Verial,2016-01-13 08:49:00,/article/3807426-t-priced-correctly,T,Is AT&T Priced Correctly?,Long
3493, Terrier Investing,2016-01-13 08:37:00,/article/3804806-buying-orion-marine-group-going-earnings,ORN,Why I'm Buying Orion Marine Group Going Into Earnings,Long
3494, Barna Financial,2016-01-13 08:33:00,/article/3807466-approach-trading-gopro,GPRO,How To Approach Trading GoPro,Long
3495, Early Retiree,2016-01-13 08:23:00,/article/3804726-hornbach-solid-long-term-buy-short-sighted-sell,HBAPF,Hornbach: A Solid Long-Term Buy After Short-Sighted Sell-Off,Long
3496, Katie Dempster,2016-01-13 07:35:00,/article/3807316-lululemon-lunges-ahead,LULU,Lululemon Lunges Ahead,Long
3497, L&F Capital Management,2016-01-13 07:15:00,/article/3807226-facebook-transforming-messenger-commerce-marketplace,FB,Facebook: Transforming Messenger Into A Commerce Marketplace,Long
3498," Stephen Simpson, CFA",2016-01-13 07:00:00,/article/3803856-celldex-therapeutics-definitely,CLDX,"Celldex Therapeutics Down, But Definitely Not Out",Long
3499, Janek Boski,2016-01-13 06:30:00,/article/3807136-christopher-and-banks-opportunity-significant-catalyst-potential-upside-4minus-5x,CBK,Christopher & Banks: An Opportunity With Significant Catalyst Potential And An Upside Of 4-5x,Long
3500, New Capital,2016-01-13 06:00:00,/article/3804386-special-situation-siliconware-precision-industries,SPIL,Special Situation: Siliconware Precision Industries,Long
3501, Jimmy Lamz,2016-01-13 00:26:00,/article/3806776-virtual-reality-market-sony-best-choice,SNE,The Virtual Reality Market - Why Sony Is The Best Choice,Long
3502, WestEnd511,2016-01-13 00:26:00,/article/3806806-alibaba-taxi-war-heating,BABA,Alibaba: Taxi War Heating Up,Long
3503, Seth Golden,2016-01-12 23:00:00,/article/3806736-fitbit-shares-fall-30-percent-consumer-electronics-show,FIT,Fitbit Shares Fall 30% Through The Consumer Electronics Show,Long
3504, Arie Goren,2016-01-12 20:48:00,/article/3806636-consider-jabil-circuit-attractive-price,JBL,Consider Jabil Circuit At An Attractive Price,Long
3505, Oguz Erkol,2016-01-12 19:05:00,/article/3806556-bank-america-grey-days-behind,BAC,Bank Of America: Grey Days Behind?,Long
3506, Doyle Publishing Ltd.,2016-01-12 19:01:00,/article/3806466-union-pacific-waiting-commodity-train-get-track,UNP,Union Pacific Waiting For Commodity Train To Get On Track,Long
3507, Profit Fan,2016-01-12 18:49:00,/article/3806426-bank-america-sifting-noise,BAC,Bank Of America: Sifting Through The Noise,Long
3508, Anthony Ruben,2016-01-12 18:38:00,/article/3806386-sinclair-broadcasting-sbgi-wins-2016-election-may-win-spectrum-lottery,SBGI,Sinclair Broadcasting (SBGI): Wins The 2016 Election And (May Win) The Spectrum Lottery,Long
3509, Alpha Investor,2016-01-12 18:30:00,/article/3806456-noble-corp-time-buy-dip,NE,Noble Corp. - Time To Buy The Dip,Long
3510, Discounted Equities Research,2016-01-12 18:13:00,/article/3806396-gulfmark-offshore-panic-selling-deep-undervaluation-offer-large-upside,GLF,GulfMark Offshore - Panic Selling And Deep Undervaluation Offer Large Upside,Long
3511, Stone Fox Capital,2016-01-12 16:54:00,/article/3806186-freeport-mcmoran-capitulation,FCX,Freeport-McMoRan: Capitulation?,Long
3512, Doyle Publishing Ltd.,2016-01-12 16:41:00,/article/3806136-mcdonalds-kale-jim-gaffigan,MCD,"McDonald's, Kale, And Jim Gaffigan",Long
3513," Frank Candela, CFA",2016-01-12 16:13:00,/article/3806156-sierra-wireless-undervalued-using-conservative-estimates,SWIR,Sierra Wireless: Undervalued Using Conservative Estimates,Long
3514, Collective Investment Co.,2016-01-12 16:04:00,/article/3806036-planet-fitness-strong-growth-prospects,PLNT,Planet Fitness Has Strong Growth Prospects,Long
3515, MyTradingIncome,2016-01-12 15:51:00,/article/3805946-time-fitbit-investors-panic,FIT,Is It Time For Fitbit Investors To Panic?,Long
3516, Bill Gunderson,2016-01-12 15:37:00,/article/3806056-signets-real-market-gem,SIG,Signet's A Real Market Gem,Long
3517, Fun Trading,2016-01-12 15:33:00,/article/3805826-rowan-companies-shareholders-can-reasonably-expect-2016-beyond,RDC,Rowan Companies - What Shareholders Can Reasonably Expect For 2016 And Beyond,Long
3518, The Value Investor,2016-01-12 15:25:00,/article/3805966-boston-beer-sufficient-appeal-disastrous-2015,SAM,Boston Beer - Sufficient Appeal After A Disastrous 2015,Long
3520, Bryan Wagman,2016-01-12 15:18:00,/article/3803126-p-and-f-industries-potentially-lucrative-microcap,PFIN,P&F Industries: A Potentially Lucrative Microcap,Long
3521, Achilles Research,2016-01-12 15:10:00,/article/3805766-best-buy-watch-overreaction-holiday-sales,BBY,Best Buy: Watch Out For Any Overreaction To Holiday Sales,Long
3522, DLP Investing,2016-01-12 15:07:00,/article/3805876-buy-shares-take-seat-bassett-poised-perform,BSET,Buy A Few Shares And Take A Seat! Bassett Poised To Perform,Long
3523, Collective Investment Co.,2016-01-12 15:06:00,/article/3805856-swipe-left-swipe-right-tinder-match-com,MTCH,Swipe Left Or Swipe Right To Tinder And Match.com?,Long
3524, Greg Vanderford,2016-01-12 15:06:00,/article/3805846-use-dogs-dow-strategy-buy-wal-mart,WMT,Use The 'Dogs Of The Dow' Strategy And Buy Wal-Mart,Long
3525, Sarfaraz A. Khan,2016-01-12 14:42:00,/article/3805696-transcanada-takes-obama-administration-investors-expect,TRP,TransCanada Takes On Obama Administration - Here's What Investors Should Expect,Long
3526, Hawkinvest,2016-01-12 14:32:00,/article/3805656-genworth-market-plunge-irrational-fears-created-buying-opportunity,GNW,Genworth: Market Plunge And Irrational Fears Created A Buying Opportunity,Long
3528, Alpha Gen Capital,2016-01-12 13:42:00,/article/3802766-crown-castles-u-s-focus-recent-acquisitions-will-allow-reach-next-level,CCI,Crown Castle's U.S. Focus And Recent Acquisitions Will Allow It To Reach The Next Level,Long
3529, The Investment Doctor,2016-01-12 13:29:00,/article/3805566-northern-blizzard-resources-one-oil-companies-able-reduce-debt-2015,NBZZF,Northern Blizzard Resources One Of The Few Oil Companies Able To Reduce Its Debt In 2015,Long
